column,dtype,rows,non_null,nulls,null_rate,zero_rate,min,median,max
market_away_moneyline_movement,float64,2430,0,2430,1.0,0.0,,,
market_away_sp_changed,float64,2430,0,2430,1.0,0.0,,,
market_closing_total_line,float64,2430,0,2430,1.0,0.0,,,
market_current_away_moneyline,float64,2430,0,2430,1.0,0.0,,,
market_current_home_moneyline,float64,2430,0,2430,1.0,0.0,,,
market_current_total_line,float64,2430,0,2430,1.0,0.0,,,
market_home_moneyline_movement,float64,2430,0,2430,1.0,0.0,,,
market_home_sp_changed,float64,2430,0,2430,1.0,0.0,,,
market_opening_away_moneyline,float64,2430,0,2430,1.0,0.0,,,
market_opening_home_moneyline,float64,2430,0,2430,1.0,0.0,,,
market_opening_total_line,float64,2430,0,2430,1.0,0.0,,,
market_ou_vig,float64,2430,0,2430,1.0,0.0,,,
market_over_implied_prob,float64,2430,0,2430,1.0,0.0,,,
market_over_odds,float64,2430,0,2430,1.0,0.0,,,
market_starter_change_count,float64,2430,0,2430,1.0,0.0,,,
market_total_line,float64,2430,0,2430,1.0,0.0,,,
market_total_line_movement,float64,2430,0,2430,1.0,0.0,,,
market_under_implied_prob,float64,2430,0,2430,1.0,0.0,,,
market_under_odds,float64,2430,0,2430,1.0,0.0,,,
wind_direction,str,2430,2002,428,0.17613168724279835,,,,
sp_fastball_velocity_diff,float64,2430,2006,424,0.17448559670781894,0.0,-11.356500224368247,0.08358463371655485,10.40376442015787
sp_statcast_xwoba_allowed_diff,float64,2430,2007,423,0.17407407407407408,0.0,-0.3071614352941176,0.0006419349202859,0.4138137907919439
sp_whiff_rate_diff,float64,2430,2007,423,0.17407407407407408,0.0008230452674897119,-0.2264234734337827,0.0010693326115214,0.1829498896942956
sp_bb_rate_public_diff,float64,2430,2141,289,0.11893004115226337,0.0012345679012345679,-0.4004409769335142,-0.001170536733917,0.3333333333333333
sp_command_proxy_diff,float64,2430,2141,289,0.11893004115226337,0.00041152263374485596,-0.5021645021645021,0.0033968394624132,0.5111111111111111
sp_era_diff,float64,2430,2141,289,0.11893004115226337,0.8810699588477366,0.0,0.0,0.0
sp_fip_diff,float64,2430,2141,289,0.11893004115226337,0.0,-22.5,-0.0455944594074644,62.75000000000005
sp_k_rate_public_diff,float64,2430,2141,289,0.11893004115226337,0.0008230452674897119,-0.4499999999999999,9.95767986059215e-05,0.4111111111111111
sp_run_prevention_proxy_diff,float64,2430,2141,289,0.11893004115226337,0.0,-22.5,-0.0455944594074644,62.75000000000005
sp_whiff_proxy_diff,float64,2430,2141,289,0.11893004115226337,0.0008230452674897119,-0.4499999999999999,9.95767986059215e-05,0.4111111111111111
away_sp_avg_exit_velocity_allowed_to_date,float64,2430,2163,267,0.10987654320987654,0.0,68.92999999999998,82.14475138121547,101.5
away_sp_avg_fastball_velocity_to_date,float64,2430,2163,267,0.10987654320987654,0.0,83.77058823529411,92.66103286384975,99.68214285714286
away_sp_avg_spin_rate_to_date,float64,2430,2163,267,0.10987654320987654,0.0,1756.8893219017928,2221.14409221902,2688.24
away_sp_barrel_rate_allowed_to_date,float64,2430,2163,267,0.10987654320987654,0.031275720164609055,0.0,0.04,0.3333333333333333
away_sp_breaking_ball_usage_to_date,float64,2430,2163,267,0.10987654320987654,0.0720164609053498,0.0,0.2488262910798122,0.9555555555555556
away_sp_fastball_usage_to_date,float64,2430,2163,267,0.10987654320987654,0.0,0.0222222222222222,0.5588972431077694,0.9181286549707602
away_sp_hard_hit_rate_allowed_to_date,float64,2430,2163,267,0.10987654320987654,0.0008230452674897119,0.0,0.2395348837209302,0.75
away_sp_offspeed_usage_to_date,float64,2430,2163,267,0.10987654320987654,0.027160493827160494,0.0,0.1268292682926829,0.5789473684210527
away_sp_statcast_woba_allowed_to_date,float64,2430,2163,267,0.10987654320987654,0.0008230452674897119,0.0,0.3130107526881721,0.8428571428571429
away_sp_statcast_xwoba_allowed_to_date,float64,2430,2163,267,0.10987654320987654,0.0,0.0958799999999999,0.3160773787868537,0.692515300559859
away_sp_whiff_rate_to_date,float64,2430,2163,267,0.10987654320987654,0.0008230452674897119,0.0,0.1160409556313993,0.32
home_sp_avg_fastball_velocity_to_date,float64,2430,2177,253,0.10411522633744856,0.0,83.77121212121213,92.71646341463416,99.96194690265489
home_sp_avg_exit_velocity_allowed_to_date,float64,2430,2178,252,0.1037037037037037,0.0,69.71999999999998,82.1348026564529,108.00000000000004
home_sp_avg_spin_rate_to_date,float64,2430,2178,252,0.1037037037037037,0.0,1756.430067314884,2223.070405287438,2652.462512838069
home_sp_barrel_rate_allowed_to_date,float64,2430,2178,252,0.1037037037037037,0.03292181069958848,0.0,0.0396155000115396,1.0
home_sp_breaking_ball_usage_to_date,float64,2430,2178,252,0.1037037037037037,0.07037037037037037,0.0,0.24584303296955856,1.0
home_sp_fastball_usage_to_date,float64,2430,2178,252,0.1037037037037037,0.00041152263374485596,0.0,0.5625066186593244,0.942528735632184
home_sp_hard_hit_rate_allowed_to_date,float64,2430,2178,252,0.1037037037037037,0.0012345679012345679,0.0,0.23907811972715348,1.0
home_sp_offspeed_usage_to_date,float64,2430,2178,252,0.1037037037037037,0.02633744855967078,0.0,0.12365061708776945,0.5476190476190477
