game_id,game_date,season,home_team,away_team,home_sp_id,away_sp_id,venue_id,venue_latitude,venue_longitude,venue_timezone_offset,home_score,away_score,prediction_mode,home_team_win,home_sp_fip_season_to_date,home_sp_whip_season_to_date,home_sp_kbb_rate_season_to_date,home_sp_fip_last_3_starts,home_sp_fip_last_5_starts,home_sp_ip_avg_last_3_starts,home_sp_pitch_count_last_start,home_sp_rest_days,home_sp_statcast_xwoba_allowed_to_date,home_sp_statcast_woba_allowed_to_date,home_sp_hard_hit_rate_allowed_to_date,home_sp_barrel_rate_allowed_to_date,home_sp_avg_exit_velocity_allowed_to_date,home_sp_whiff_rate_to_date,home_sp_avg_fastball_velocity_to_date,home_sp_avg_spin_rate_to_date,home_sp_fastball_usage_to_date,home_sp_breaking_ball_usage_to_date,home_sp_offspeed_usage_to_date,away_sp_fip_season_to_date,away_sp_whip_season_to_date,away_sp_kbb_rate_season_to_date,away_sp_fip_last_3_starts,away_sp_fip_last_5_starts,away_sp_ip_avg_last_3_starts,away_sp_pitch_count_last_start,away_sp_rest_days,away_sp_statcast_xwoba_allowed_to_date,away_sp_statcast_woba_allowed_to_date,away_sp_hard_hit_rate_allowed_to_date,away_sp_barrel_rate_allowed_to_date,away_sp_avg_exit_velocity_allowed_to_date,away_sp_whiff_rate_to_date,away_sp_avg_fastball_velocity_to_date,away_sp_avg_spin_rate_to_date,away_sp_fastball_usage_to_date,away_sp_breaking_ball_usage_to_date,away_sp_offspeed_usage_to_date,home_lineup_avg_ops,home_lineup_avg_woba,home_lineup_weighted_woba_by_order,home_lineup_top3_woba,home_lineup_3to5_woba,home_lineup_bottom4_ops,home_lineup_lefty_ratio,home_lineup_vs_rhp_woba,home_lineup_vs_lhp_woba,home_lineup_platoon_woba,home_lineup_platoon_advantage_ratio,home_lineup_same_hand_ratio,home_lineup_player_count,home_lineup_confidence,home_lineup_available_ratio,home_lineup_expected_starter_ratio,home_lineup_rest_signal_count,home_lineup_injury_absence_signal_count,home_lineup_previous_starter_return_rate,home_lineup_previous_starter_missing_count,home_lineup_statcast_xwoba,home_lineup_statcast_woba,home_lineup_hard_hit_rate,home_lineup_barrel_rate,home_lineup_avg_exit_velocity,away_lineup_avg_ops,away_lineup_avg_woba,away_lineup_weighted_woba_by_order,away_lineup_top3_woba,away_lineup_3to5_woba,away_lineup_bottom4_ops,away_lineup_lefty_ratio,away_lineup_vs_rhp_woba,away_lineup_vs_lhp_woba,away_lineup_platoon_woba,away_lineup_platoon_advantage_ratio,away_lineup_same_hand_ratio,away_lineup_player_count,away_lineup_confidence,away_lineup_available_ratio,away_lineup_expected_starter_ratio,away_lineup_rest_signal_count,away_lineup_injury_absence_signal_count,away_lineup_previous_starter_return_rate,away_lineup_previous_starter_missing_count,away_lineup_statcast_xwoba,away_lineup_statcast_woba,away_lineup_hard_hit_rate,away_lineup_barrel_rate,away_lineup_avg_exit_velocity,home_team_ops_season_to_date,home_team_woba_season_to_date,home_team_runs_per_game_to_date,home_team_runs_allowed_per_game_to_date,home_team_recent_7g_win_rate,home_team_recent_10g_win_rate,home_team_ops_last_14d,home_team_ops_last_30d,away_team_ops_season_to_date,away_team_woba_season_to_date,away_team_runs_per_game_to_date,away_team_runs_allowed_per_game_to_date,away_team_recent_7g_win_rate,away_team_recent_10g_win_rate,away_team_ops_last_14d,away_team_ops_last_30d,home_travel_rest_days,home_travel_distance_miles,home_travel_timezone_shift,home_travel_is_back_to_back,home_travel_travel_day,home_travel_away_game_streak,home_travel_home_game_streak,away_travel_rest_days,away_travel_distance_miles,away_travel_timezone_shift,away_travel_is_back_to_back,away_travel_travel_day,away_travel_away_game_streak,away_travel_home_game_streak,home_bullpen_fip_season_to_date,home_bullpen_whip_season_to_date,home_bullpen_ip_last_1d,home_bullpen_ip_last_3d,home_bullpen_ip_last_5d,home_bullpen_fatigue_score,home_closer_used_yesterday,home_high_leverage_rp_fatigue_score,home_estimated_high_leverage_role_fatigue_score,away_bullpen_fip_season_to_date,away_bullpen_whip_season_to_date,away_bullpen_ip_last_1d,away_bullpen_ip_last_3d,away_bullpen_ip_last_5d,away_bullpen_fatigue_score,away_closer_used_yesterday,away_high_leverage_rp_fatigue_score,away_estimated_high_leverage_role_fatigue_score,temperature,wind_speed,wind_direction,humidity,is_dome,park_factor_run,park_factor_hr,home_field_advantage,sp_fip_diff,lineup_woba_diff,lineup_platoon_woba_diff,lineup_platoon_advantage_diff,bullpen_fatigue_diff,team_woba_diff,lineup_statcast_xwoba_diff,sp_statcast_xwoba_allowed_diff,lineup_confidence_diff,lineup_previous_starter_return_diff,lineup_injury_absence_signal_diff,travel_distance_diff,travel_rest_diff,travel_timezone_shift_diff,sp_whiff_rate_diff,sp_fastball_velocity_diff,source_file,market_opening_total_line,market_current_total_line,market_total_line,market_closing_total_line,market_total_line_movement,market_over_odds,market_under_odds,market_over_implied_prob,market_under_implied_prob,market_ou_vig,market_opening_home_moneyline,market_opening_away_moneyline,market_current_home_moneyline,market_current_away_moneyline,market_home_moneyline_movement,market_away_moneyline_movement,market_home_sp_changed,market_away_sp_changed,market_starter_change_count
823244,2026-03-26 00:05:00+00:00,2026,SF,NYY,657277,608331,2395,37.778383,-122.389448,-8.0,0.0,7.0,confirmed_lineup,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4444444444444444,,,,0.6666666666666666,0.3333333333333333,9.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,0.6666666666666666,,,,0.6666666666666666,0.3333333333333333,9.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,1,,,,0.0,0.0,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,19,Out To CF,,0,0.9493846580919774,0.7911504424778761,1.0,,,,0.0,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
823649,2026-03-26 17:15:00+00:00,2026,NYM,PIT,642547,694973,3289,40.75753012,-73.84559155,-5.0,11.0,7.0,confirmed_lineup,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5555555555555556,,,,0.5555555555555556,0.4444444444444444,9.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,0.5555555555555556,,,,0.5555555555555556,0.4444444444444444,9.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,1,,,,0.0,0.0,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,4,Out To CF,,0,1.0273029055241971,1.0268362831858409,1.0,,,,0.0,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
823812,2026-03-26 18:10:00+00:00,2026,MIL,CWS,694819,681343,32,43.02838,-87.97099,-6.0,14.0,2.0,confirmed_lineup,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7777777777777778,,,,0.7777777777777778,0.2222222222222222,9.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,0.4444444444444444,,,,0.4444444444444444,0.5555555555555556,9.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,1,,,,0.0,0.0,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,0,,,1,0.9535486258906264,0.8920353982300885,1.0,,,,0.33333333333333337,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
824704,2026-03-26 18:20:00+00:00,2026,CHC,WSH,571510,676917,17,41.948171,-87.655503,-6.0,4.0,10.0,confirmed_lineup,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5555555555555556,,,,0.5555555555555556,0.4444444444444444,9.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,0.6666666666666666,,,,0.5555555555555556,0.4444444444444444,9.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,1,,,,0.0,0.0,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,22,In From LF,,0,0.9976128927218996,1.0997199507113251,1.0,,,,0.0,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
824865,2026-03-26 19:05:00+00:00,2026,BAL,MIN,669432,657746,2,39.283787,-76.621689,-5.0,2.0,1.0,confirmed_lineup,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4444444444444444,,,,0.4444444444444444,0.5555555555555556,9.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,0.6666666666666666,,,,0.5555555555555556,0.4444444444444444,9.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,1,,,,0.0,0.0,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,10,Out To LF,,0,1.0451559174609049,1.2106194690265488,1.0,,,,-0.11111111111111116,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
823325,2026-03-26 20:10:00+00:00,2026,SD,DET,601713,669373,2680,32.707861,-117.157278,-8.0,2.0,8.0,confirmed_lineup,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2222222222222222,,,,0.7777777777777778,0.2222222222222222,9.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,0.5555555555555556,,,,0.5555555555555556,0.4444444444444444,9.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,1,,,,0.0,0.0,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,7,L To R,,0,0.8869251411122421,0.8654867256637169,1.0,,,,0.2222222222222222,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
824218,2026-03-26 20:10:00+00:00,2026,HOU,LAA,686613,667755,2392,29.756967,-95.355509,-6.0,0.0,3.0,confirmed_lineup,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2222222222222222,,,,0.2222222222222222,0.7777777777777778,9.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,0.2222222222222222,,,,0.2222222222222222,0.7777777777777778,9.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,1,,,,0.0,0.0,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,0,,,1,0.9244008513000832,1.0353982300884956,1.0,,,,0.0,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
824541,2026-03-26 20:10:00+00:00,2026,CIN,BOS,671096,676979,2602,39.097389,-84.506611,-6.0,0.0,3.0,confirmed_lineup,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2222222222222222,,,,0.8888888888888888,0.1111111111111111,9.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,0.4444444444444444,,,,0.5555555555555556,0.4444444444444444,9.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,1,,,,0.0,0.0,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,15,R To L,,0,0.9767106967706116,1.0214601769911504,1.0,,,,0.33333333333333326,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
823081,2026-03-26 20:15:00+00:00,2026,STL,TB,669461,656876,2889,38.62256667,-90.19286667,-6.0,9.0,7.0,confirmed_lineup,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4444444444444444,,,,0.4444444444444444,0.5555555555555556,9.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,0.6666666666666666,,,,0.3333333333333333,0.6666666666666666,9.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,1,,,,0.0,0.0,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,16,Out To LF,,0,0.9549366151568428,0.7592920353982301,1.0,,,,0.1111111111111111,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
823486,2026-03-26 20:15:00+00:00,2026,PHI,TEX,650911,543135,2681,39.90539086,-75.16716957,-5.0,5.0,3.0,confirmed_lineup,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5555555555555556,,,,0.5555555555555556,0.4444444444444444,9.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,0.3333333333333333,,,,0.6666666666666666,0.3333333333333333,9.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,1,,,,0.0,0.0,1,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,16,Out To CF,,0,1.0604237993892844,1.152212389380531,1.0,,,,-0.11111111111111105,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
