variant,model_name,mean_log_loss,std_log_loss,mean_brier_score,mean_accuracy,mean_accuracy_conf_60,mean_coverage_conf_60,mean_feature_count
baseline,random_forest,0.6799421496057289,0.0011438517857420578,0.2434854668475541,0.5616834421295943,0.6485709266346289,0.2058134842983813,208.5
run_diff_only,random_forest_shallow,0.6800200016955592,0.001308843392112509,0.24352153859573766,0.5647016136182536,0.6592641122363779,0.15690532946376687,213.5
run_diff_only,random_forest,0.6800641227606402,0.0011330676711359708,0.24353871496207288,0.5643588616291145,0.6431407765438576,0.2080775505847552,213.5
baseline,random_forest_shallow,0.6804863116924746,0.0010256136579707077,0.24374728178167046,0.5644958523013811,0.6575665900048603,0.15405841396341982,208.5
v2_core,random_forest_shallow,0.6805013029708831,0.001568010494840758,0.24375386316823397,0.5609285604162325,0.6539930724420305,0.1592716128445662,228.5
v2_core,random_forest,0.6805474769062188,0.001530549353944788,0.2437782146580166,0.5614091360622474,0.6381071928942716,0.20715189290811023,228.5
