model_name,mean_log_loss,mean_brier_score,mean_accuracy,mean_accuracy_conf_60,mean_coverage_conf_60
random_forest,0.6795593902208139,0.24329177089085313,0.5673428666304107,0.6505728913404826,0.18623131502574347
logistic,0.6895865796101959,0.24721656766731984,0.5648716554256099,0.6047868646910187,0.4211248002954695
elo,0.6924764875988408,0.24893318935403141,0.5595212258596824,0.5916926406677883,0.5277269092430796
