variant,seed,holdout_season,feature_count,model_name,log_loss,brier_score,accuracy,n_games,accuracy_conf_55,coverage_conf_55,accuracy_conf_60,coverage_conf_60,accuracy_conf_65,coverage_conf_65,baseline_log_loss,baseline_accuracy,log_loss_delta_vs_baseline,accuracy_delta_vs_baseline
no_env,22,2025,140,random_forest,0.6812874627441976,0.2441600837614916,0.5481682496607869,737.0,0.6015625,0.5210312075983717,0.6736111111111112,0.19538670284938942,0.75,0.032564450474898234,0.6829517843422538,0.5468113975576662,-0.0016643215980561843,0.0013568521031207537
no_env,22,2026,140,random_forest,0.6867019624858159,0.24688780240257927,0.5218978102189781,274.0,0.5867768595041323,0.4416058394160584,0.6333333333333333,0.10948905109489052,0.8,0.01824817518248175,0.6895679608364639,0.5,-0.002865998350647936,0.021897810218978075
no_env,22,2026,140,random_forest_shallow,0.6899521342343508,0.2484983955460982,0.5364963503649635,274.0,0.514018691588785,0.3905109489051095,0.64,0.09124087591240876,0.8333333333333334,0.021897810218978103,0.6895679608364639,0.5,0.00038417339788687777,0.03649635036496346
no_env,22,2026,140,extra_trees,0.6909732993443473,0.24893229550173612,0.5437956204379562,274.0,0.5394736842105263,0.2773722627737226,0.6153846153846154,0.04744525547445255,1.0,0.0036496350364963502,0.6895679608364639,0.5,0.0014053385078833802,0.04379562043795615
no_env,33,2022,140,random_forest_shallow,0.6854612527064496,0.24619150393760947,0.5355805243445693,801.0,0.5855855855855856,0.4157303370786517,0.6571428571428571,0.13108614232209737,0.6538461538461539,0.03245942571785269,0.6883235927537055,0.5405742821473158,-0.002862340047255829,-0.004993757802746579
no_env,33,2022,140,random_forest,0.6871796853609488,0.2469267162574979,0.5518102372034956,801.0,0.5912240184757506,0.5405742821473158,0.6209150326797386,0.19101123595505617,0.5957446808510638,0.05867665418227216,0.6883235927537055,0.5405742821473158,-0.0011439073927567156,0.011235955056179803
no_env,33,2022,140,extra_trees,0.6872037320349956,0.24704776510747167,0.5405742821473158,801.0,0.6203703703703703,0.2696629213483146,0.6595744680851063,0.05867665418227216,0.5,0.004993757802746567,0.6883235927537055,0.5405742821473158,-0.001119860718709842,0.0
no_env,33,2023,140,extra_trees,0.689825700437873,0.2483318748276063,0.53625,800.0,0.5657894736842105,0.285,0.54,0.0625,0.6666666666666666,0.0075,0.689391645554941,0.53375,0.0004340548829319113,0.0025000000000000577
no_env,33,2023,140,random_forest_shallow,0.6904857183645271,0.24863116860446222,0.54875,800.0,0.5537974683544303,0.395,0.5869565217391305,0.115,0.65,0.025,0.689391645554941,0.53375,0.0010940728095860663,0.015000000000000013
no_env,33,2023,140,random_forest,0.69315264338951,0.2499651871692379,0.53,800.0,0.5358090185676393,0.47125,0.5537190082644629,0.15125,0.6470588235294118,0.0425,0.689391645554941,0.53375,0.0037609978345689576,-0.00374999999999992
