variant,seed,holdout_season,feature_count,model_name,log_loss,brier_score,accuracy,n_games,accuracy_conf_55,coverage_conf_55,accuracy_conf_60,coverage_conf_60,accuracy_conf_65,coverage_conf_65,baseline_log_loss,baseline_accuracy,log_loss_delta_vs_baseline,accuracy_delta_vs_baseline
no_public_proxy,11,2022,112,extra_trees,0.6876598579527933,0.24726052665013984,0.5268414481897628,801.0,0.6114285714285714,0.2184769038701623,0.4666666666666667,0.018726591760299626,,0.0,0.6854688166224917,0.5393258426966292,0.0021910413303015686,-0.012484394506866447
no_public_proxy,11,2022,112,random_forest,0.6882595853171244,0.24751424119507812,0.5280898876404494,801.0,0.5835351089588378,0.5156054931335831,0.6186440677966102,0.14731585518102372,0.5714285714285714,0.026217228464419477,0.6854688166224917,0.5393258426966292,0.0027907686946326837,-0.011235955056179803
no_public_proxy,11,2023,114,random_forest_shallow,0.6890005655119888,0.24794338251611905,0.54,800.0,0.5700636942675159,0.3925,0.6144578313253012,0.10375,0.75,0.01,0.6905081838614605,0.53375,-0.0015076183494716622,0.006250000000000089
no_public_proxy,11,2023,114,extra_trees,0.6936828992172864,0.2502621497017593,0.51875,800.0,0.532608695652174,0.345,0.6333333333333333,0.0375,,0.0,0.6905081838614605,0.53375,0.003174715355825919,-0.014999999999999902
no_public_proxy,11,2023,114,random_forest,0.6938530081239952,0.2503224999097799,0.51,800.0,0.5549597855227882,0.46625,0.5517241379310345,0.145,0.5909090909090909,0.0275,0.6905081838614605,0.53375,0.0033448242625346847,-0.023749999999999938
no_public_proxy,11,2024,114,random_forest_shallow,0.6899815948398851,0.24844231299981093,0.5276653171390013,741.0,0.5506329113924051,0.21322537112010798,0.7142857142857143,0.037786774628879895,0.8,0.006747638326585695,0.6905770000312621,0.5276653171390013,-0.0005954051913770186,0.0
no_public_proxy,11,2024,114,extra_trees,0.6927270495462007,0.2497876610398321,0.5141700404858299,741.0,0.5384615384615384,0.15789473684210525,1.0,0.002699055330634278,,0.0,0.6905770000312621,0.5276653171390013,0.002150049514938579,-0.013495276653171406
no_public_proxy,11,2024,114,random_forest,0.6936679277506222,0.25029201803858636,0.4966261808367072,741.0,0.5381165919282511,0.300944669365722,0.7,0.05398110661268556,1.0,0.009446693657219974,0.6905770000312621,0.5276653171390013,0.003090927719360148,-0.031039136302294157
no_public_proxy,11,2025,114,random_forest_shallow,0.6821282936431696,0.24454946783522818,0.5617367706919946,737.0,0.6077170418006431,0.42198100407055633,0.6086956521739131,0.09362279511533243,0.8,0.0067842605156037995,0.6824477895622858,0.5522388059701493,-0.00031949591911617503,0.009497964721845276
no_public_proxy,11,2025,114,random_forest,0.6830137828115608,0.24496806315743933,0.5671641791044776,737.0,0.6060606060606061,0.44776119402985076,0.6304347826086957,0.1248303934871099,0.7368421052631579,0.025780189959294438,0.6824477895622858,0.5522388059701493,0.0005659932492749764,0.01492537313432829
no_public_proxy,11,2025,114,extra_trees,0.6849983910523655,0.24595788104560207,0.5468113975576662,737.0,0.6331658291457286,0.2700135685210312,0.7647058823529411,0.023066485753052916,,0.0,0.6824477895622858,0.5522388059701493,0.0025506014900796847,-0.005427408412483126
no_public_proxy,11,2026,114,random_forest,0.6861334299610703,0.24663482612555693,0.5036496350364964,274.0,0.5688073394495413,0.3978102189781022,0.8333333333333334,0.06569343065693431,1.0,0.01824817518248175,0.6883191742598539,0.5182481751824818,-0.0021857442987835984,-0.014598540145985384
no_public_proxy,11,2026,114,random_forest_shallow,0.6889290339086526,0.24796713956364386,0.5036496350364964,274.0,0.5972222222222222,0.26277372262773724,0.75,0.043795620437956206,1.0,0.0072992700729927005,0.6883191742598539,0.5182481751824818,0.0006098596487986718,-0.014598540145985384
no_public_proxy,11,2026,114,extra_trees,0.69404344102962,0.25043561720629176,0.5218978102189781,274.0,0.4918032786885246,0.22262773722627738,0.25,0.014598540145985401,1.0,0.0036496350364963502,0.6883191742598539,0.5182481751824818,0.005724266769766118,0.0036496350364962904
no_public_proxy,22,2022,112,random_forest,0.6854844818076528,0.2461396459230477,0.5443196004993758,801.0,0.5882352941176471,0.48813982521847693,0.6451612903225806,0.15480649188514356,0.5,0.02247191011235955,0.6875129827840124,0.5493133583021224,-0.0020285009763596484,-0.004993757802746579
no_public_proxy,22,2022,112,random_forest_shallow,0.6860518560847283,0.24646393901270422,0.5493133583021224,801.0,0.6055900621118012,0.4019975031210986,0.6385542168674698,0.10362047440699126,0.6666666666666666,0.011235955056179775,0.6875129827840124,0.5493133583021224,-0.0014611266992841099,0.0
no_public_proxy,22,2022,112,extra_trees,0.6870162269465959,0.24694138594141377,0.5555555555555556,801.0,0.5950920245398773,0.2034956304619226,0.5,0.019975031210986267,,0.0,0.6875129827840124,0.5493133583021224,-0.0004967558374164849,0.006242197253433224
no_public_proxy,22,2023,114,random_forest_shallow,0.6898640477636826,0.24837505829676781,0.53375,800.0,0.5611285266457681,0.39875,0.6125,0.1,0.7,0.0125,0.6900105237583041,0.53,-0.00014647599462147554,0.00374999999999992
no_public_proxy,22,2023,114,extra_trees,0.6919863409146497,0.24940892149328697,0.53125,800.0,0.5503597122302158,0.3475,0.6,0.0375,,0.0,0.6900105237583041,0.53,0.0019758171563456495,0.0012499999999999734
no_public_proxy,22,2023,114,random_forest,0.6943049827505954,0.2505844638208605,0.5125,800.0,0.5211640211640212,0.4725,0.5952380952380952,0.1575,0.5909090909090909,0.0275,0.6900105237583041,0.53,0.004294458992291306,-0.01750000000000007
no_public_proxy,22,2024,114,random_forest_shallow,0.6887703044483042,0.24784491018965604,0.5303643724696356,741.0,0.5853658536585366,0.2213225371120108,0.6923076923076923,0.03508771929824561,1.0,0.002699055330634278,0.6908031858052128,0.5344129554655871,-0.0020328813569086,-0.004048582995951455
no_public_proxy,22,2024,114,extra_trees,0.6909133590677726,0.2488888346472053,0.5303643724696356,741.0,0.5630252100840336,0.16059379217273953,1.0,0.002699055330634278,,0.0,0.6908031858052128,0.5344129554655871,0.00011017326255979842,-0.004048582995951455
no_public_proxy,22,2024,114,random_forest,0.6942619792484934,0.25056853495007986,0.5128205128205128,741.0,0.521551724137931,0.31309041835357626,0.5681818181818182,0.059379217273954114,1.0,0.006747638326585695,0.6908031858052128,0.5344129554655871,0.0034587934432805945,-0.021592442645074317
no_public_proxy,22,2025,114,random_forest_shallow,0.6840140340140162,0.24547355403214335,0.5481682496607869,737.0,0.6061643835616438,0.39620081411126185,0.6140350877192983,0.0773405698778833,0.75,0.005427408412483039,0.6829517843422538,0.5468113975576662,0.001062249671762383,0.0013568521031207537
no_public_proxy,22,2025,114,extra_trees,0.6849015497006221,0.2459155129965995,0.5413839891451832,737.0,0.6470588235294118,0.276797829036635,0.8666666666666667,0.0203527815468114,,0.0,0.6829517843422538,0.5468113975576662,0.0019497653583683272,-0.005427408412483015
no_public_proxy,22,2025,114,random_forest,0.6853989038252498,0.24613617629219658,0.5522388059701493,737.0,0.5778443113772455,0.4531886024423338,0.6091954022988506,0.11804613297150611,0.5882352941176471,0.023066485753052916,0.6829517843422538,0.5468113975576662,0.0024471194829960297,0.005427408412483126
no_public_proxy,22,2026,114,random_forest_shallow,0.6905072144406861,0.24875822205834094,0.5218978102189781,274.0,0.5526315789473685,0.2773722627737226,0.75,0.058394160583941604,1.0,0.0072992700729927005,0.6895679608364639,0.5,0.0009392536042222011,0.021897810218978075
no_public_proxy,22,2026,114,random_forest,0.690816449284934,0.24891377326484845,0.49635036496350365,274.0,0.5568181818181818,0.32116788321167883,0.7727272727272727,0.08029197080291971,0.6666666666666666,0.010948905109489052,0.6895679608364639,0.5,0.001248488448470142,-0.003649635036496346
no_public_proxy,22,2026,114,extra_trees,0.6925667729619345,0.24970112036179876,0.5291970802919708,274.0,0.5409836065573771,0.22262773722627738,0.4,0.01824817518248175,1.0,0.0036496350364963502,0.6895679608364639,0.5,0.0029988121254705957,0.029197080291970767
no_public_proxy,33,2022,112,random_forest_shallow,0.6860331887987567,0.2464634269777449,0.533083645443196,801.0,0.6091205211726385,0.383270911360799,0.6060606060606061,0.08239700374531835,0.5,0.00749063670411985,0.6883235927537055,0.5405742821473158,-0.0022904039549487276,-0.0074906367041198685
no_public_proxy,33,2022,112,extra_trees,0.6895698078048313,0.24821228096099854,0.5268414481897628,801.0,0.5911602209944752,0.22596754057428214,0.5384615384615384,0.016229712858926344,,0.0,0.6883235927537055,0.5405742821473158,0.0012462150511258763,-0.013732833957553092
no_public_proxy,33,2022,112,random_forest,0.6895736552958805,0.24813725867703015,0.5355805243445693,801.0,0.5717821782178217,0.5043695380774033,0.6363636363636364,0.1647940074906367,0.391304347826087,0.02871410736579276,0.6883235927537055,0.5405742821473158,0.0012500625421750788,-0.004993757802746579
no_public_proxy,33,2023,114,random_forest_shallow,0.6912699765658613,0.24905002157827674,0.53,800.0,0.5623003194888179,0.39125,0.5232558139534884,0.1075,0.7142857142857143,0.00875,0.689391645554941,0.53375,0.0018783310109202755,-0.00374999999999992
no_public_proxy,33,2023,114,random_forest,0.6917718198323513,0.24931692550568432,0.5175,800.0,0.5589887640449438,0.445,0.5714285714285714,0.1575,0.6666666666666666,0.02625,0.689391645554941,0.53375,0.0023801742774102186,-0.016249999999999987
no_public_proxy,33,2023,114,extra_trees,0.6925400710573808,0.24968330206611405,0.52,800.0,0.5353159851301115,0.33625,0.5483870967741935,0.03875,,0.0,0.689391645554941,0.53375,0.0031484255024397667,-0.013749999999999929
no_public_proxy,33,2024,114,random_forest_shallow,0.6889829354630468,0.2479437756785797,0.5276653171390013,741.0,0.5950920245398773,0.21997300944669365,0.7916666666666666,0.032388663967611336,1.0,0.002699055330634278,0.6912012345854196,0.5195681511470985,-0.0022182991223728132,0.0080971659919028
no_public_proxy,33,2024,114,extra_trees,0.692740594517235,0.24979343091586612,0.5303643724696356,741.0,0.5378787878787878,0.17813765182186234,0.6666666666666666,0.004048582995951417,,0.0,0.6912012345854196,0.5195681511470985,0.0015393599318154205,0.010796221322537103
no_public_proxy,33,2024,114,random_forest,0.6974757217145747,0.2521687739948275,0.49122807017543857,741.0,0.4889867841409692,0.30634278002699056,0.6046511627906976,0.058029689608636977,1.0,0.006747638326585695,0.6912012345854196,0.5195681511470985,0.006274487129155126,-0.028340080971659964
no_public_proxy,33,2025,114,random_forest_shallow,0.6825445656295236,0.2447598475994475,0.5522388059701493,737.0,0.6263345195729537,0.3812754409769335,0.6507936507936508,0.08548168249660787,1.0,0.005427408412483039,0.6824891865231572,0.5590230664857531,5.5379106366437725e-05,-0.006784260515603768
no_public_proxy,33,2025,114,random_forest,0.6846271682382281,0.2457512052628994,0.5603799185888738,737.0,0.5981873111782477,0.4491180461329715,0.6067415730337079,0.12075983717774763,0.6428571428571429,0.018995929443690638,0.6824891865231572,0.5590230664857531,0.002137981715070958,0.0013568521031207537
no_public_proxy,33,2025,114,extra_trees,0.6846557747802009,0.2457882787149868,0.5332428765264586,737.0,0.6388888888888888,0.2930800542740841,0.75,0.027137042062415198,,0.0,0.6824891865231572,0.5590230664857531,0.0021665882570437445,-0.02578018995929443
no_public_proxy,33,2026,114,random_forest,0.6879765321363549,0.24751936562913884,0.5291970802919708,274.0,0.5533980582524272,0.3759124087591241,0.6818181818181818,0.08029197080291971,0.6666666666666666,0.021897810218978103,0.6879500652375902,0.5255474452554745,2.6466898764732072e-05,0.0036496350364962904
no_public_proxy,33,2026,114,random_forest_shallow,0.690052101246311,0.24853036453207558,0.49635036496350365,274.0,0.5647058823529412,0.3102189781021898,0.75,0.058394160583941604,1.0,0.0072992700729927005,0.6879500652375902,0.5255474452554745,0.002102036008720831,-0.029197080291970823
no_public_proxy,33,2026,114,extra_trees,0.692486050475543,0.24967135085737016,0.5364963503649635,274.0,0.5344827586206896,0.2116788321167883,0.75,0.014598540145985401,,0.0,0.6879500652375902,0.5255474452554745,0.004535985237952844,0.010948905109488982
baseline_like,11,2022,91,random_forest_shallow,0.6854688166224917,0.24618268551724612,0.5393258426966292,801.0,0.5925925925925926,0.3707865168539326,0.6,0.08739076154806492,0.8,0.006242197253433208,0.6854688166224917,0.5393258426966292,0.0,0.0
baseline_like,11,2022,91,random_forest,0.6898384342290916,0.24830193893459365,0.533083645443196,801.0,0.5604938271604938,0.5056179775280899,0.6167664670658682,0.20848938826466917,0.5909090909090909,0.05493133583021224,0.6854688166224917,0.5393258426966292,0.004369617606599929,-0.006242197253433224
baseline_like,11,2022,91,extra_trees,0.6911589950342462,0.2490083233271098,0.5118601747815231,801.0,0.5818181818181818,0.20599250936329588,0.625,0.019975031210986267,,0.0,0.6854688166224917,0.5393258426966292,0.005690178411754454,-0.027465667915106073
baseline_like,11,2023,91,extra_trees,0.6893511072725169,0.24811443575133701,0.535,800.0,0.5678391959798995,0.24875,0.6666666666666666,0.0225,,0.0,0.6905081838614605,0.53375,-0.0011570765889435952,0.0012500000000000844
baseline_like,11,2023,91,random_forest_shallow,0.6905081838614605,0.2486811966631845,0.53375,800.0,0.54858934169279,0.39875,0.5747126436781609,0.10875,0.5714285714285714,0.0175,0.6905081838614605,0.53375,0.0,0.0
baseline_like,11,2023,91,random_forest,0.6938175093917854,0.25032380890655903,0.52625,800.0,0.5352480417754569,0.47875,0.5801526717557252,0.16375,0.7027027027027027,0.04625,0.6905081838614605,0.53375,0.0033093255303249247,-0.007499999999999951
baseline_like,11,2024,91,random_forest_shallow,0.6905770000312621,0.2487393556618487,0.5276653171390013,741.0,0.5533333333333333,0.20242914979757085,0.6875,0.043184885290148446,0.6666666666666666,0.008097165991902834,0.6905770000312621,0.5276653171390013,0.0,0.0
baseline_like,11,2024,91,extra_trees,0.6907681517494115,0.24880849697916896,0.5384615384615384,741.0,0.5454545454545454,0.1039136302294197,0.25,0.005398110661268556,,0.0,0.6905770000312621,0.5276653171390013,0.00019115171814942933,0.010796221322537103
baseline_like,11,2024,91,random_forest,0.6917415083241512,0.2493118864156926,0.5290148448043185,741.0,0.5205479452054794,0.29554655870445345,0.6666666666666666,0.06072874493927125,0.8,0.006747638326585695,0.6905770000312621,0.5276653171390013,0.0011645082928890549,0.0013495276653171517
baseline_like,11,2025,91,random_forest_shallow,0.6824477895622858,0.24469713609853255,0.5522388059701493,737.0,0.6208053691275168,0.4043419267299864,0.618421052631579,0.10312075983717775,0.625,0.010854816824966078,0.6824477895622858,0.5522388059701493,0.0,0.0
baseline_like,11,2025,91,extra_trees,0.6828000460907127,0.24487380712033294,0.5603799185888738,737.0,0.6617647058823529,0.276797829036635,0.75,0.021709633649932156,,0.0,0.6824477895622858,0.5522388059701493,0.00035225652842685307,0.008141112618724522
baseline_like,11,2025,91,random_forest,0.6830811952120276,0.245006157180144,0.5630936227951153,737.0,0.5890804597701149,0.47218453188602444,0.6956521739130435,0.1248303934871099,0.5294117647058824,0.023066485753052916,0.6824477895622858,0.5522388059701493,0.0006334056497417917,0.01085481682496603
baseline_like,11,2026,91,random_forest,0.6832195697314313,0.24517085801797553,0.5474452554744526,274.0,0.6185567010309279,0.354014598540146,0.7894736842105263,0.06934306569343066,1.0,0.010948905109489052,0.6883191742598539,0.5182481751824818,-0.005099604528422619,0.029197080291970767
baseline_like,11,2026,91,random_forest_shallow,0.6883191742598539,0.2476803758041995,0.5182481751824818,274.0,0.5903614457831325,0.3029197080291971,0.8666666666666667,0.05474452554744526,1.0,0.0072992700729927005,0.6883191742598539,0.5182481751824818,0.0,0.0
baseline_like,11,2026,91,extra_trees,0.6914550054150921,0.24916864917950185,0.5218978102189781,274.0,0.5185185185185185,0.19708029197080293,0.6666666666666666,0.021897810218978103,1.0,0.0036496350364963502,0.6883191742598539,0.5182481751824818,0.003135831155238189,0.0036496350364962904
baseline_like,22,2022,91,random_forest_shallow,0.6875129827840124,0.247173188645358,0.5493133583021224,801.0,0.5791245791245792,0.3707865168539326,0.5416666666666666,0.0898876404494382,0.2857142857142857,0.008739076154806492,0.6875129827840124,0.5493133583021224,0.0,0.0
baseline_like,22,2022,91,extra_trees,0.6897521469025829,0.2483072612745072,0.5230961298377028,801.0,0.6111111111111112,0.1797752808988764,0.6666666666666666,0.018726591760299626,,0.0,0.6875129827840124,0.5493133583021224,0.0022391641185705025,-0.02621722846441954
baseline_like,22,2022,91,random_forest,0.691221694588319,0.24892221942973677,0.533083645443196,801.0,0.5658536585365853,0.5118601747815231,0.5850340136054422,0.18352059925093633,0.5588235294117647,0.04244694132334582,0.6875129827840124,0.5493133583021224,0.0037087118043065415,-0.01622971285892638
baseline_like,22,2023,91,random_forest_shallow,0.6900105237583041,0.24843428079749258,0.53,800.0,0.5542521994134897,0.42625,0.5742574257425742,0.12625,0.6666666666666666,0.015,0.6900105237583041,0.53,0.0,0.0
baseline_like,22,2023,91,extra_trees,0.6903105295276508,0.24859430323600656,0.52375,800.0,0.5625,0.26,0.782608695652174,0.02875,,0.0,0.6900105237583041,0.53,0.00030000576934674505,-0.006249999999999978
baseline_like,22,2023,91,random_forest,0.694237616946266,0.2504970948334123,0.52875,800.0,0.5380710659898477,0.4925,0.5540540540540541,0.185,0.5945945945945946,0.04625,0.6900105237583041,0.53,0.004227093187961883,-0.0012499999999999734
baseline_like,22,2024,91,random_forest_shallow,0.6908031858052128,0.2488437046466498,0.5344129554655871,741.0,0.5527950310559007,0.21727395411605938,0.6764705882352942,0.04588394062078273,0.6666666666666666,0.008097165991902834,0.6908031858052128,0.5344129554655871,0.0,0.0
baseline_like,22,2024,91,extra_trees,0.6915487225060636,0.24919679036789064,0.5155195681511471,741.0,0.5287356321839081,0.11740890688259109,0.3333333333333333,0.004048582995951417,,0.0,0.6908031858052128,0.5344129554655871,0.0007455367008507574,-0.018893387314440013
baseline_like,22,2024,91,random_forest,0.6957344759428353,0.25129803584016713,0.50472334682861,741.0,0.5130434782608696,0.31039136302294196,0.6341463414634146,0.0553306342780027,0.625,0.010796221322537112,0.6908031858052128,0.5344129554655871,0.004931290137622502,-0.029689608636977116
baseline_like,22,2025,91,random_forest_shallow,0.6829517843422538,0.24495726308777313,0.5468113975576662,737.0,0.5971731448763251,0.383989145183175,0.68,0.10176390773405698,0.7142857142857143,0.009497964721845319,0.6829517843422538,0.5468113975576662,0.0,0.0
baseline_like,22,2025,91,extra_trees,0.6834280075677875,0.24518515991098885,0.5495251017639078,737.0,0.6232558139534884,0.29172320217096337,0.8235294117647058,0.023066485753052916,,0.0,0.6829517843422538,0.5468113975576662,0.0004762232255337562,0.0027137042062416183
baseline_like,22,2025,91,random_forest,0.6848181332553315,0.24584834022333024,0.5386702849389416,737.0,0.5994152046783626,0.46404341926729986,0.6470588235294118,0.1383989145183175,0.5263157894736842,0.025780189959294438,0.6829517843422538,0.5468113975576662,0.0018663489130776867,-0.008141112618724522
baseline_like,22,2026,91,random_forest,0.685867869704767,0.24650122029674984,0.5218978102189781,274.0,0.5631067961165048,0.3759124087591241,0.7894736842105263,0.06934306569343066,0.8333333333333334,0.021897810218978103,0.6895679608364639,0.5,-0.003700091131696892,0.021897810218978075
baseline_like,22,2026,91,random_forest_shallow,0.6895679608364639,0.24829919426981242,0.5,274.0,0.5384615384615384,0.2846715328467153,0.7333333333333333,0.05474452554744526,1.0,0.0072992700729927005,0.6895679608364639,0.5,0.0,0.0
baseline_like,22,2026,91,extra_trees,0.6937147985495483,0.2502895541827976,0.5182481751824818,274.0,0.48333333333333334,0.21897810218978103,0.6,0.01824817518248175,1.0,0.0036496350364963502,0.6895679608364639,0.5,0.004146837713084439,0.018248175182481785
baseline_like,33,2022,91,random_forest_shallow,0.6883235927537055,0.24760413769478193,0.5405742821473158,801.0,0.5891238670694864,0.4132334581772784,0.6341463414634146,0.10237203495630462,0.5714285714285714,0.008739076154806492,0.6883235927537055,0.5405742821473158,0.0,0.0
baseline_like,33,2022,91,extra_trees,0.690086362442768,0.24847247936851735,0.5280898876404494,801.0,0.6267605633802817,0.1772784019975031,0.6,0.012484394506866416,,0.0,0.6883235927537055,0.5405742821473158,0.0017627696890625266,-0.012484394506866447
baseline_like,33,2022,91,random_forest,0.6930781735028627,0.24984444550395263,0.5230961298377028,801.0,0.5477386934673367,0.4968789013732834,0.6101694915254238,0.14731585518102372,0.46153846153846156,0.03245942571785269,0.6883235927537055,0.5405742821473158,0.0047545807491572445,-0.017478152309613026
baseline_like,33,2023,91,random_forest_shallow,0.689391645554941,0.24812613127058683,0.53375,800.0,0.5606060606060606,0.4125,0.5876288659793815,0.12125,0.6428571428571429,0.0175,0.689391645554941,0.53375,0.0,0.0
baseline_like,33,2023,91,extra_trees,0.6897149956445863,0.248293242565885,0.54,800.0,0.5586854460093896,0.26625,0.68,0.03125,,0.0,0.689391645554941,0.53375,0.0003233500896452357,0.006250000000000089
baseline_like,33,2023,91,random_forest,0.6920834456549099,0.24942932287529906,0.52375,800.0,0.549367088607595,0.49375,0.539568345323741,0.17375,0.6428571428571429,0.035,0.689391645554941,0.53375,0.002691800099968833,-0.009999999999999898
baseline_like,33,2024,91,random_forest_shallow,0.6912012345854196,0.24905494949256746,0.5195681511470985,741.0,0.5664739884393064,0.23346828609986506,0.7142857142857143,0.04723346828609987,0.8,0.006747638326585695,0.6912012345854196,0.5195681511470985,0.0,0.0
baseline_like,33,2024,91,extra_trees,0.6918412479142765,0.24934702503346323,0.5114709851551957,741.0,0.5617977528089888,0.12010796221322537,0.3333333333333333,0.004048582995951417,,0.0,0.6912012345854196,0.5195681511470985,0.000640013328856881,-0.0080971659919028
baseline_like,33,2024,91,random_forest,0.6965464109696893,0.2516981618586925,0.5006747638326585,741.0,0.5061728395061729,0.32793522267206476,0.6071428571428571,0.07557354925775979,0.6666666666666666,0.008097165991902834,0.6912012345854196,0.5195681511470985,0.005345176384269679,-0.018893387314440013
baseline_like,33,2025,91,random_forest_shallow,0.6824891865231572,0.24470689574415888,0.5590230664857531,737.0,0.6148648648648649,0.4016282225237449,0.6268656716417911,0.09090909090909091,0.6,0.0067842605156037995,0.6824891865231572,0.5590230664857531,0.0,0.0
baseline_like,33,2025,91,extra_trees,0.6827067636128259,0.24482604428552776,0.5400271370420624,737.0,0.6414141414141414,0.26865671641791045,0.75,0.016282225237449117,,0.0,0.6824891865231572,0.5590230664857531,0.00021757708966874123,-0.018995929443690662
baseline_like,33,2025,91,random_forest,0.6841961350516957,0.245533687086464,0.5508819538670285,737.0,0.592375366568915,0.4626865671641791,0.6082474226804123,0.13161465400271372,0.5555555555555556,0.024423337856173677,0.6824891865231572,0.5590230664857531,0.0017069485285385877,-0.008141112618724522
baseline_like,33,2026,91,random_forest,0.6850820506398893,0.2461291196240206,0.5364963503649635,274.0,0.5588235294117647,0.3722627737226277,0.8095238095238095,0.07664233576642336,1.0,0.021897810218978103,0.6879500652375902,0.5255474452554745,-0.0028680145977009186,0.010948905109488982
baseline_like,33,2026,91,random_forest_shallow,0.6879500652375902,0.24749846693605695,0.5255474452554745,274.0,0.5844155844155844,0.28102189781021897,0.7333333333333333,0.05474452554744526,1.0,0.010948905109489052,0.6879500652375902,0.5255474452554745,0.0,0.0
baseline_like,33,2026,91,extra_trees,0.6951759203134021,0.251028007462157,0.5,274.0,0.5084745762711864,0.21532846715328466,1.0,0.014598540145985401,1.0,0.0036496350364963502,0.6879500652375902,0.5255474452554745,0.007225855075811971,-0.025547445255474477
