model_name,mean_log_loss,mean_accuracy,mean_accuracy_conf_55,mean_coverage_conf_55,mean_accuracy_conf_60,mean_coverage_conf_60,mean_accuracy_conf_65,mean_coverage_conf_65
random_forest,0.6794961913651129,0.5650687254657796,0.6043590909814962,0.500810732625494,0.6571152499326083,0.18507903894471295,0.6861422724761523,0.04358420712007004
random_forest_shallow,0.6802425315386784,0.5671269485486585,0.6075323930726885,0.44253074983862684,0.6781479004617201,0.12745899597964916,0.6954793658970533,0.01607119985362055
