model_name,mean_log_loss_delta_vs_baseline,mean_brier_score_delta_vs_baseline,mean_accuracy_delta_vs_baseline,mean_accuracy_conf_60_delta_vs_baseline,mean_coverage_conf_60_delta_vs_baseline
random_forest,0.00017421398923603282,8.823947578694841e-05,-0.003807431465132377,0.0036082453553631655,0.012552880404305314
